CountryID,Games,HomeWins,HomeDraw,HomeLoss,AwayWins,AwayDraw,AwayLoss,HomeWinRatio,HomeLossRatio,HomeDrawRatio,AwayWinRatio,AwayLossRatio,AwayDrawRatio,TotalPoint,SuccessRate
2,30,7,6,2,6,7,2,0.466666667,0.133333333,0.4,0.4,0.133333333,0.466666667,52,1
2,30,7,2,6,6,2,7,0.466666667,0.4,0.133333333,0.4,0.466666667,0.133333333,43,1
2,38,12,6,1,11,5,3,0.631578947,0.052631579,0.315789474,0.578947368,0.157894737,0.263157895,80,1
2,38,13,4,2,12,4,3,0.684210526,0.105263158,0.210526316,0.631578947,0.157894737,0.210526316,83,1
2,38,7,7,5,7,3,9,0.368421053,0.263157895,0.368421053,0.368421053,0.473684211,0.157894737,52,0
2,38,5,7,7,5,3,11,0.263157895,0.368421053,0.368421053,0.263157895,0.578947368,0.157894737,40,0
2,30,5,7,3,5,2,8,0.333333333,0.2,0.466666667,0.333333333,0.533333333,0.133333333,39,0
2,30,11,3,0,13,2,1,0.785714286,0,0.214285714,0.8125,0.0625,0.125,77,0
2,38,8,8,3,9,1,9,0.421052632,0.157894737,0.421052632,0.473684211,0.473684211,0.052631579,60,0
2,38,8,7,4,9,3,7,0.421052632,0.210526316,0.368421053,0.473684211,0.368421053,0.157894737,61,0
2,38,6,4,9,7,5,7,0.315789474,0.473684211,0.210526316,0.368421053,0.368421053,0.263157895,48,0
2,38,6,5,8,7,2,10,0.315789474,0.421052632,0.263157895,0.368421053,0.526315789,0.105263158,46,0
2,38,5,8,6,6,5,8,0.263157895,0.315789474,0.421052632,0.315789474,0.421052632,0.263157895,46,0
2,30,5,6,4,6,6,3,0.333333333,0.266666667,0.4,0.4,0.2,0.4,45,0
2,38,5,9,5,7,4,8,0.263157895,0.263157895,0.473684211,0.368421053,0.421052632,0.210526316,49,0
2,30,2,9,4,6,6,3,0.133333333,0.266666667,0.6,0.4,0.2,0.4,39,0
2,30,0,6,9,2,2,11,0,0.6,0.4,0.133333333,0.733333333,0.133333333,14,0
3,29,2,6,7,0,7,7,0.133333333,0.466666667,0.4,0,0.5,0.5,19,1
3,38,11,4,4,1,6,12,0.578947368,0.210526316,0.210526316,0.052631579,0.631578947,0.315789474,46,1
